Timestamp,What is your age?,Gender,Class,City/ Residencial status,City/ Residencial status,City/ Residencial status,City/ Residencial status,How many hours do you play Video Games in  a day?,"How much time do you play ""violent"" video games specifically?",What changes on behaviour have you experienced in yourself after playing violent video games?,Some of my Friends think I am hothead,Some of my Friends think I am hothead,"When people are especially nice to me, I wonder what they want",I tell my friends openly when I disagree with them,"Once I became so mad, I broke things",When people disagree with me I get into arguments,When I argue I use abusive language,I am a hot-tempered person,I am suspicious of strangers who are too friendly,I have threatened some people whom I know,I can get angry suddenly but get over it quickly,"If I am provoked enough, I will hit another person","When people annoy me, I openly tell them what I think of them",I may hit a person for no good reason,Sometimes I feel I am being treated unfairly,I have trouble controlling my temper,"When frustrated, I show my irritation",Sometimes I feel people are laughing behind my back,I often disagree with people,"If somebody hits me, I hit back",I sometimes feel like exploding for no good reason,I feel other people always take over the oppurtunity and I miss it,there are people who pushed me so far that we begin fighting,"I know that some so called ""friends"" talk about me behind my back",My friends say that I am a bit argumentative,Sometimes I lose temper for no good reason,I get into fights a little more than a normal person,sometimes I can not control the feeling to hit another person ,I sometimes get too much jealous from people,I dont know why sometimes I feel bitter about things,"Have you ever been involved in delinquent behaviour? like stealing, breaking things of others",Do you believe that playing violent video games can lead to aggressive behavior in real life?
07-12-2023 20:02,18,male,Bscs 1st semester ,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 1 hour,more than 1 hour,Car parking ,agree,agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,no,no
07-12-2023 20:05,22,female,16th standard,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,more than 2 hour,Sometimes I feel tired,niether disagree nor agree,niether disagree nor agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,no,yes
07-12-2023 20:20,22,female,Graduation ,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 1 hour,more than 1 hour,I rudely behave with others,disagree,disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,no,yes
07-12-2023 20:44,26,male,Bachelor ,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,less than 1 hour,Nothing ,niether disagree nor agree,niether disagree nor agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,no,no
07-12-2023 20:52,20,female,BBA 4th sem,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 5 hour,more than 1 hour,Nothing. ,disagree,disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,no,no
07-12-2023 20:54,21,female,BBA 7th smester,chhatisgarh,chhatisgarh,chhatisgarh,chhatisgarh,less than 1 hour,less than 1 hour,I do not play violent game ,disagree,disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,no,yes
07-12-2023 21:01,24,female,BBA,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,Time waste,strongly disagree,strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,no,yes
07-12-2023 21:35,19,male,Bscs 1 semester,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,"I got mad 
",disagree,disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,no,yes
07-12-2023 21:35,32,male,Post Graduation ,faridabad,faridabad,faridabad,faridabad,less than 1 hour,less than 1 hour,Anxiety & stress,agree,agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,yes,yes
07-12-2023 21:56,17,male,11th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,less than 1 hour,Nothing ,strongly disagree,strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no,yes
07-12-2023 22:21,19,female,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,i don't play,niether disagree nor agree,niether disagree nor agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,no,no
07-12-2023 23:08,20,male,12th,jammu ,jammu ,jammu ,jammu ,more than 1 hour,less than 1 hour,Horrible dreams ,strongly agree,strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no,yes
07-12-2023 23:08,20,female,12th,meerut,meerut,meerut,meerut,less than 1 hour,less than 1 hour,Didn't change any type of behavior ,niether disagree nor agree,niether disagree nor agree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,no,yes
07-12-2023 23:52,18,female,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,I can't play this game ,strongly disagree,strongly disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,no,yes
7-13-2023 0:28:07,16,male,10th,jammu ghaziabad,jammu ghaziabad,jammu ghaziabad,jammu ghaziabad,more than 2 hour,more than 2 hour,Vision problem,niether disagree nor agree,niether disagree nor agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,no,yes
7-13-2023 7:08:06,20,male,Bscs,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,less than 1 hour,Nothing ,strongly disagree,strongly disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,no,no
7-13-2023 8:47:20,18,female,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,Normal,strongly disagree,strongly disagree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,no,yes
7-13-2023 9:14:53,20,male,Dvm,jhonpur,jhonpur,jhonpur,jhonpur,less than 1 hour,less than 1 hour,Nothing,agree,agree,Strongly disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,yes,yes
7-13-2023 10:56:28,18,male,11th,jammu,jammu,jammu,jammu,more than 1 hour,more than 1 hour,Intelligence stability ,niether disagree nor agree,niether disagree nor agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,no,yes
7-13-2023 12:03:50,17,male,11th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 3 hour,more than 3 hour,Angry ??,agree,agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,no,yes
7-13-2023 12:08:57,18,male,10th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 3 hour,more than 2 hour,Mostly i become grump,agree,agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,no,yes
7-13-2023 12:13:55,"18, 19",male,12th,meerut,meerut,meerut,meerut,more than 2 hour,more than 2 hour,fighting behaviour,niether disagree nor agree,niether disagree nor agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,no,yes
7-13-2023 12:17:53,17,male,11th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 2 hour,more than 2 hour,I feel like I?m in battle field,agree,agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,yes,yes
7-13-2023 12:21:31,18,male,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 1 hour,more than 1 hour,I feel myself aggresive,agree,agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,yes,no
7-13-2023 12:28:15,17,male,11th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 1 hour,more than 1 hour,Ok,strongly disagree,strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,no,no
7-13-2023 12:29:19,20,male,11th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 1 hour,less than 1 hour,It's waste a lot of time ,disagree,disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,no,no
7-13-2023 12:40:11,20,male,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 2 hour,more than 2 hour,None,strongly disagree,strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,no,no
7-13-2023 13:02:05,15,male,9th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 5 hour,more than 5 hour,NA,strongly disagree,strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,no,no
7-13-2023 13:08:45,20,male,Bs,muzaffarnagar,muzaffarnagar,muzaffarnagar,muzaffarnagar,more than 3 hour,more than 1 hour,I have bulit my English and active my mind ,niether disagree nor agree,niether disagree nor agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,no,yes
7-13-2023 15:43:19,20,male,DVM,muradabad,muradabad,muradabad,muradabad,more than 2 hour,more than 1 hour,Aggressive,agree,agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,yes,yes
7-13-2023 20:45:20,18,male,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 2 hour,more than 1 hour,"Lack of focus, low temper, easily distraction, hArd time studying.",agree,agree,Strongly agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,yes,yes
7-13-2023 20:53:56,19,male,LLB,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 3 hour,more than 3 hour,Nothing ,disagree,disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,no,yes
7-13-2023 20:55:24,18,female,11th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 3 hour,less than 1 hour,I feel relax,disagree,disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,no,yes
7-13-2023 20:58:36,18,male,11th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 3 hour,more than 3 hour,i wana paly game for. freshment ,disagree,disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,yes,yes
7-13-2023 21:00:37,18,male,12th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,Wasting of time.,strongly disagree,strongly disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,no,yes
7-13-2023 21:28:30,22,male,MSC ,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,less than 1 hour,Wants to play more than more ,disagree,disagree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,no,yes
7-13-2023 21:50:19,25,male,Master,mohan nagar,mohan nagar,mohan nagar,mohan nagar,more than 1 hour,more than 1 hour,Time pass,strongly disagree,strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,no,yes
7-13-2023 22:07:55,22,female,Master,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,less than 1 hour,less than 1 hour,no,niether disagree nor agree,niether disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,yes,yes
7-13-2023 22:27:14,17,male,10th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 2 hour,more than 2 hour,during game feel good after realize waste time,disagree,disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,no,yes
7-13-2023 22:52:50,"20, ",male,12th,faridabad,faridabad,faridabad,faridabad,more than 2 hour,more than 2 hour,Abnormal ,agree,agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,no,yes
7-13-2023 23:09:35,18,female,12th,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,more than 2 hour,less than 1 hour,Nothing,disagree,disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,no,yes
7-13-2023 23:11:55,17,male,10th,ghaziabad ,ghaziabad ,ghaziabad ,ghaziabad ,more than 1 hour,more than 2 hour,No change,disagree,disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,no,yes
7-13-2023 23:24:29,20,male,12th,ghaziput,ghaziput,ghaziput,ghaziput,more than 2 hour,less than 1 hour,Just for fun,disagree,disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,no,no
7-13-2023 23:51:17,15,male,9th,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 1 hour,more than 1 hour,"I,m normal playing this game",disagree,disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,yes,yes
7-13-2023 23:57:23,23,male,Msc ,uttar pradesh,uttar pradesh,uttar pradesh,uttar pradesh,more than 5 hour,more than 5 hour,Feeling aggressive and glamourised offending ,agree,agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,no,yes
7-14-2023 0:05:34,21,male,15th,sanjay nagar ,sanjay nagar ,sanjay nagar ,sanjay nagar ,more than 1 hour,less than 1 hour,None,strongly disagree,strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,yes,no
7-14-2023 8:22:02,20,male,Diploma ,uttar pradesh ,uttar pradesh ,uttar pradesh ,uttar pradesh ,less than 1 hour,less than 1 hour,Yes,agree,agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,no,yes
